target_kappa,candidate,phi,S,stagger,neck_uc,AR,kappa_pred,kappa_std,loss
1.5,1,33.405101791567944,4.27142542589921,24.81010797688821,1.748213835147592,1.0001167364557688,1.50007433201961,0.014520389929432762,2.8108134355421966e-05
2.0,1,27.59985105769057,3.8527407047922253,25.468053496411713,2.0956025753885674,0.9995096908545185,1.9999262558929312,0.017730061047418876,2.3583243708185032e-05
3.0,1,16.74816882117498,2.924764233268032,47.624840318583495,2.0042701594001464,0.9998615331058371,2.9999656452445524,0.021554056264903584,1.548725478529821e-05
3.0,2,20.13272028105704,3.2438145212876663,26.461778246845547,2.6402722233573526,0.9966378278329928,3.0005630443717135,0.036623815727070824,4.4702832470753356e-05
5.0,1,12.731158617866182,2.490821673385192,2.241945376270447,4.999999999974409,0.9911253759582983,4.987976785704632,0.14666855671926882,0.00026733755617337713
5.0,2,8.356338725748069,2.000000000075893,14.43461432004571,4.749102928910065,0.9941466793803707,4.994224482744898,0.18096776245782048,0.00039692584436403985
5.0,3,5.000000002134719,2.000000000045546,49.99999990048417,2.467172898037624,0.9598355032107942,4.948425355037203,0.27446317248887,0.0010631973245759506
